FileName,Area,BoundingBoxArea,ConvexArea,Eccentricity,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,MaxIntensity,MinIntensity,MeanIntensity,Perimeter,filled_area,solidity,Porosity,Permeability
TC (998).jpeg,6060.5,49284,45747.5,0.545441138,159.1150895,14.18184445,262.1837967,206.5637357,209,45.5,129.6326915,1344.391486,24881.5,0.501446125,0.256,336.94
BB (752).jpg,6065.5,48396,44266.5,0.525430688,153.2567681,38.75512197,282.4412918,225.1105716,209,19,105.8470142,1317.054437,25029,0.501492736,0.257,11.3
BB (748).jpg,6078.625,48396,44764,0.538504859,153.7537496,30.18218367,279.433969,220.4410454,218.5,5.5,106.8110184,1196.660515,25121.5,0.501682058,0.257,11.3
BB (744).jpg,6096.875,48840,44586,0.511424327,152.1463394,36.98315243,256.0353053,212.6868054,216.5,9,102.1660476,1019.698052,24856,0.50234486,0.257,11.3
SD (22).jpeg,6079.75,48729,40483,0.53936054,146.0121953,-45.99521816,268.4322756,202.7261738,157,67,113.3795791,1174.186904,24744.5,0.503563759,0.158,278.85
BB (720).jpg,6056.625,49284,43261.5,0.526381627,153.7971786,37.09818115,282.329386,221.6936521,229,15,112.8007935,1408.111309,25180.5,0.503835531,0.257,11.3
SD (394).jpeg,6035.25,49284,43613.5,0.567100205,155.6397477,-3.219165876,278.9326446,215.1905934,151,57.5,105.8996404,1605.029094,26332.5,0.504799625,0.158,278.85
SD (20).jpeg,6099.625,47508,40245.5,0.511474921,145.657271,-44.48623477,252.4353033,203.5945415,152,62,116.134111,985.6000718,24717,0.505002736,0.158,278.85
SD (994).jpeg,6096.75,42624,40977,0.531196588,147.4837121,-37.42403163,310.0120446,218.2464691,198.5,60,112.4447037,1014.620887,24765.5,0.505386954,0.158,278.85
SD (992).jpeg,6085.75,42624,41197,0.573021228,148.7828859,-27.29112511,312.6692659,200.694447,175.5,63.5,114.2740775,1111.136129,24564.5,0.505869776,0.158,278.85
BB (747).jpg,6098.5,48396,42809.5,0.512573445,152.3884488,30.79425266,269.6274214,221.2112403,216,11,102.5912213,1019.819372,25026,0.506548568,0.257,11.3
SD (985).jpeg,6076.375,44067,42421.5,0.614338384,153.3007378,-33.0127135,305.6392393,187.8967072,154.5,62,109.2137847,1200.994516,24565.5,0.507243942,0.158,278.85
TC (911).jpeg,6022,47841,45365,0.514526397,166.3698526,54.6721662,277.0854027,227.7285424,202,52,124.2947281,1706.244822,25266.5,0.507553732,0.256,336.94
ALB (165).jpeg,6043.75,49284,45301,0.56532825,158.5050622,-13.68266933,303.5731375,236.9467671,190,74.5,141.2499293,1519.07325,25573.5,0.508201485,0.208,10.23
ALB (668).jpeg,6043.75,49284,45301,0.56532825,158.5050622,-13.68266933,303.5731375,236.9467671,190,74.5,141.2499293,1519.07325,25573.5,0.508201485,0.208,10.23
SD (984).jpeg,6073.625,43845,41672.5,0.614055589,153.2201117,-35.1544777,303.8357597,181.7271526,153.5,61.5,107.7840433,1225.725486,24423,0.509129889,0.158,278.85
TC (915).jpeg,6030.75,47952,45162,0.548298971,167.0478851,-35.41230188,281.9737337,227.7806964,183.5,53.5,124.3901947,1641.002182,25354,0.510286914,0.256,336.94
TC (862).jpeg,6054.875,45399,43489.5,0.626128041,163.10223,-3.675085751,266.9812749,180.9844598,215.5,55.5,126.2060675,1398.773214,24677.5,0.515036101,0.256,336.94
SD (365).jpeg,6043.5,47730,41537,0.499385272,156.5389007,33.80830207,279.1650169,226.2888323,146,57,103.124975,1523.765115,25953,0.517998773,0.158,278.85
SD (354).jpeg,6076.125,46065,40536,0.473999746,153.2432501,16.92483024,268.0328841,227.308744,127.5,60,101.8121786,1210.228012,25686.5,0.519228971,0.158,278.85
SD (363).jpeg,6048,47619,41404,0.518483559,156.6317097,29.12865146,278.7437438,222.4884384,133.5,58.5,103.0546675,1478.119931,25867.5,0.519234307,0.158,278.85
SD (355).jpeg,6065.125,45066,40200,0.473336605,153.7957434,18.37954066,263.9519154,224.6587422,133.5,60.5,102.506126,1306.349855,25800.5,0.520428038,0.158,278.85
SD (360).jpeg,6050.875,46287,40731.5,0.505361963,155.4944742,26.16130327,274.3428762,223.577782,136.5,59.5,102.8067754,1458.626027,25890.5,0.520647911,0.158,278.85
SD (356).jpeg,6069.25,45066,40126,0.467317371,154.3339571,19.00454704,260.7963214,223.9786757,143.5,60.5,103.1546525,1276.6397,25933,0.521769902,0.158,278.85
SD (359).jpeg,6056.875,44289,39905.5,0.482206327,155.3565965,28.30532256,269.262747,225.3255286,139,57.5,103.2201861,1403.093019,25861,0.52428193,0.158,278.85
SD (358).jpeg,6061.125,44400,39891,0.484680406,155.2337126,29.45785689,270.2695824,224.1477952,145,55.5,103.5625034,1354.820418,26062.5,0.524418757,0.158,278.85
SD (357).jpeg,6063.125,44511,39926.5,0.481849232,155.5756679,27.89449059,266.5853521,223.8408561,152,58,104.9288431,1332.527525,26115.5,0.524897634,0.158,278.85
SD (986).jpeg,6092.125,45510,42054,0.68005975,157.643391,-19.13035549,308.7995912,179.8514729,156,63.5,118.2222286,1059.044246,24726,0.525130191,0.158,278.85
SD (988).jpeg,6104.5,45510,41986.5,0.68780935,159.2192966,-20.66670092,315.8672152,171.6977575,158.5,65,121.2716487,953.3812947,24514.5,0.529002362,0.158,278.85
SD (989).jpeg,6105.75,45510,41557.5,0.689908556,158.1455819,-20.04513784,316.5441607,168.9644977,156,61,121.6062559,939.4579362,24552.5,0.529379048,0.158,278.85
TC (651).jpeg,6093.25,42846,36111,0.64675052,153.1829726,1.217128935,282.4565711,169.0217425,198,53.5,132.705917,1046.005663,24609,0.534638469,0.256,336.94
BB (722).jpg,4032.583333,32546,29934.66667,0.67821851,106.5286535,18.21041362,194.7613227,141.5128727,216.6666667,48,131.6994337,987.6068658,16943.66667,0.534701802,0.257,11.3
TC (644).jpeg,3029.25,24339,20094.25,0.824267738,89.61935748,32.65244261,180.7504777,93.74398097,187.25,84,142.1197858,688.1041213,12297.25,0.53712706,0.256,336.94
ALB (1764).jpeg,4031.916667,35016,28865.33333,0.772017332,128.5394695,-7.621880438,203.8320025,127.6792372,120,59.33333333,103.1198259,972.6085493,16202.66667,0.540138335,0.208,10.23
TC (1015).jpeg,6033.25,44818,40980.5,0.416706688,166.967358,-5.485531119,251.9249026,227.6639371,192,55.5,128.1020492,1613.013852,28590.5,0.541923027,0.256,336.94
TC (1014).jpeg,6035.5,44824.5,40876,0.415161315,166.7616006,-8.666941282,250.7239962,226.6091557,197.5,63.5,128.3217979,1592.90725,28498,0.54221579,0.256,336.94
ALB (162).jpeg,6075.5,49284,43818.5,0.787756256,164.8207424,-2.519140389,310.3124683,177.7392839,188,71,148.1954993,1222.089448,24521,0.544748333,0.208,10.23
ALB (665).jpeg,6075.5,49284,43818.5,0.787756256,164.8207424,-2.519140389,310.3124683,177.7392839,188,71,148.1954993,1222.089448,24521,0.544748333,0.208,10.23
BB (839).jpg,6105.375,44418,34230.5,0.652600064,153.816215,-4.061099701,225.2613741,160.9060728,223.5,12.5,108.9108996,950.9224023,24775,0.55267423,0.257,11.3
SD (679).jpeg,4002.583333,33571,31759,0.695817549,117.9219251,-25.53743306,218.8807726,164.2402,27.33333333,6.666666667,19.02974495,1259.203859,17055.66667,0.553147967,0.158,278.85
SD (6).jpeg,4056.333333,28789,26659,0.622424146,112.992448,-40.80270294,208.4214683,151.6692677,148.3333333,64.33333333,120.3660038,759.0457548,16349.66667,0.565792022,0.158,278.85
SD (414).jpeg,4024.666667,35431,27354.66667,0.824978522,135.5453929,-62.49643416,245.2835233,132.020981,147,63.33333333,115.8047234,1063.916859,16288.66667,0.567180453,0.158,278.85
BB (843).jpg,6118.375,41778,31660.5,0.605561276,151.2957966,-6.992925252,203.9787827,159.5334135,219,3.5,108.4405939,829.1437047,24621,0.569464633,0.257,11.3
SD (58).jpeg,4015.333333,33086,31234,0.531591265,112.0432025,-10.18144632,183.7192003,163.6428302,149.6666667,73.66666667,117.0788972,1128.589622,16920.66667,0.569536642,0.158,278.85
SD (38).jpeg,4036.75,33411.33333,30287.66667,0.660716243,112.6858347,-15.02502619,205.6162842,148.3068118,145,66.66666667,117.9182106,923.1625176,16918.66667,0.572921106,0.158,278.85
SD (352).jpeg,4040.166667,30650,27166,0.581106441,114.8382115,15.39980305,198.1984978,163.0371229,141.3333333,69.66666667,113.0084573,910.014634,17067,0.5738605,0.158,278.85
SD (393).jpeg,4026,32716,28907.66667,0.656119586,104.3163133,-6.580757872,183.0443041,143.3911006,140.3333333,83,116.3058898,1040.549675,17592.33333,0.574433908,0.158,278.85
TC (1013).jpeg,4015.083333,36979.66667,28070,0.751335997,136.1669583,-4.401533384,239.9759701,151.2546553,192.6666667,76.66666667,141.9128311,1135.845791,16579.33333,0.5754961,0.256,336.94
TC (1024).jpeg,3007.5625,29411.25,21908.75,0.753869984,105.8401214,-3.821541632,190.2027298,119.5393591,199.5,73.25,147.1754425,877.9214011,12636,0.575503796,0.256,336.94
BB (842).jpg,4059.416667,30039,22937.66667,0.711688315,108.2777704,20.72166399,173.0626183,114.8552107,218.3333333,20.66666667,134.5636642,731.8264547,16592.66667,0.57605813,0.257,11.3
TC (162).jpeg,4008.416667,40046,28302.33333,0.722265521,142.3267626,29.53774816,247.0313373,140.3606789,219.3333333,60,144.1512141,1201.487433,16094.33333,0.580222577,0.256,336.94
ALB (1769).jpeg,6083.5,48396,39561,0.745628532,167.5465682,4.897469692,251.9497638,159.0901213,121.5,51.5,100.8570342,1153.947312,24676,0.580286071,0.208,10.23
TC (939).jpeg,3984.25,33771,30753,0.68640274,127.0373363,17.16921948,206.9510146,156.6335332,200.3333333,82.66666667,139.9825466,1409.332118,17192.33333,0.582839589,0.256,336.94
TC (666).jpeg,4063.25,32284,26674.33333,0.629008092,104.4267024,-15.76953181,196.6495942,158.6245989,183,72.66666667,136.2769836,681.1120608,16441.33333,0.583091772,0.256,336.94
SD (57).jpeg,4015.5,33101,31418.33333,0.568002773,112.8353178,45.65436345,190.3148655,164.4929314,148.3333333,76.33333333,118.2008857,1121.418049,16785.33333,0.586484431,0.158,278.85
ALB (163).jpeg,6082,48063,41911,0.696071958,171.4152482,0.159813284,273.7277634,196.5829016,190,64,151.1280074,1163.308225,24361,0.586932447,0.208,10.23
ALB (666).jpeg,6082,48063,41911,0.696071958,171.4152482,0.159813284,273.7277634,196.5829016,190,64,151.1280074,1163.308225,24361,0.586932447,0.208,10.23
ALB (102).jpeg,4017.833333,39359.66667,30791.66667,0.762025461,140.8539877,-25.32721563,260.9846787,166.2262699,182.3333333,97.66666667,153.7549114,1128.937181,16292.66667,0.587139616,0.208,10.23
ALB (605).jpeg,4017.833333,39359.66667,30791.66667,0.762025461,140.8539877,-25.32721563,260.9846787,166.2262699,182.3333333,97.66666667,153.7549114,1128.937181,16292.66667,0.587139616,0.208,10.23
TC (861).jpeg,3017.4375,23067.75,19970,0.734526289,88.96349952,21.42440919,143.6355907,97.19514178,198.5,83.75,142.4036757,790.6548968,12302.5,0.587143669,0.256,336.94
TC (652).jpeg,4069.583333,27151.33333,22777.33333,0.751913676,109.8468029,-27.29758549,203.8825467,114.3929184,191.6666667,59.33333333,138.3670692,635.8497953,16391.33333,0.587698157,0.256,336.94
SD (368).jpeg,4026.75,33016.33333,28542.33333,0.624077385,109.533031,34.77321887,198.1991669,158.4663683,139.6666667,77,114.1342049,1022.46473,17123.33333,0.587774066,0.158,278.85
TC (1004).jpeg,4007.5,33230,28530.33333,0.588338991,117.9866847,-12.45901609,192.5660169,160.617417,198,77,143.9515594,1203.526683,16339.33333,0.589577293,0.256,336.94
SD (56).jpeg,4021.333333,33106.66667,31338,0.57841427,112.4860052,47.82053522,190.9401708,163.3761876,148,66.33333333,117.6984722,1071.242412,16849,0.590454396,0.158,278.85
SD (90).jpeg,4004,32006,29366,0.685441578,123.9942993,-31.19551031,194.5685199,147.5427521,145,68,113.2441383,1254.556818,16676,0.590760478,0.158,278.85
ALB (1772).jpeg,6093.75,48507,39415.5,0.760362351,169.513491,5.905176354,246.3300122,156.4742286,120,55.5,101.3765058,1059.50009,24590,0.59145878,0.208,10.23
BB (884).jpg,3029.5625,22650,19351,0.509073386,84.89542532,17.38987421,150.4675646,121.5220071,213.75,62,150.5576382,697.3087027,12888.75,0.591722473,0.257,11.3
SD (9).jpeg,4053.916667,31794.66667,28658.66667,0.600749931,111.9642613,-18.17493291,201.543966,154.6700097,148,77,122.420654,782.6196966,16410.33333,0.591883953,0.158,278.85
SD (330).jpeg,3028.5,21891.75,18855.25,0.69889201,105.6546049,-0.717257673,164.5930803,121.4807769,143.5,67.25,117.6592411,704.6680913,12254.75,0.594683343,0.158,278.85
ALB (148).jpeg,3022.75,26417.75,21649.25,0.766058384,109.0032052,13.01416713,195.4391257,119.8855102,183.5,98.75,155.1665516,766.2899346,12101.5,0.595230053,0.208,10.23
ALB (651).jpeg,3022.75,26417.75,21649.25,0.766058384,109.0032052,13.01416713,195.4391257,119.8855102,183.5,98.75,155.1665516,766.2899346,12101.5,0.595230053,0.208,10.23
SD (91).jpeg,4003.166667,32052,29129.33333,0.710611931,124.1646168,-29.53311066,197.4474252,144.3796385,144.3333333,66,112.8358029,1260.984908,16725.33333,0.595306199,0.158,278.85
SD (983).jpeg,4049.5,33688,29606.33333,0.717301778,116.506624,12.66095984,223.2364311,135.3682276,153.3333333,64.66666667,116.8642152,814.4599684,16266,0.596048196,0.158,278.85
SD (635).jpeg,3998.416667,32832,30669.66667,0.716009104,111.157951,-22.39190157,197.2224673,146.750327,25.66666667,8.333333333,18.097419,1288.45428,17181.33333,0.596085296,0.158,278.85
ALB (1756).jpeg,4042.333333,33687.33333,31772.33333,0.563454756,120.2957827,45.91109239,191.4065525,163.8034143,119.6666667,62.66666667,100.2405215,882.6339221,16235,0.596127262,0.208,10.23
TC (655).jpeg,4068.833333,26532.33333,22103.66667,0.665423636,106.5485788,-10.16340354,187.3703502,117.8950951,185.6666667,82.66666667,141.4398907,646.9641772,16399.66667,0.596531627,0.256,336.94
ALB (2499).jpeg,3999.75,31568.66667,27938,0.71580516,130.0185886,-65.94212251,203.469791,146.4898879,134.3333333,62.33333333,113.1900417,1306.141269,16221,0.596838934,0.208,10.23
TC (1025).jpeg,3009.1875,29464.5,22285,0.781732566,108.7387095,-16.79492702,197.7337727,119.0017438,206,73.5,149.2001733,870.5620126,12296,0.597175628,0.256,336.94
SD (980).jpeg,4048.583333,33603.33333,29596.33333,0.71852006,116.5569332,13.83595222,221.0199682,136.4385626,151.3333333,74,116.5767072,815.9963441,16283,0.599525986,0.158,278.85
ALB (176).jpeg,3016.8125,30680.25,22862.5,0.626584455,106.031833,-9.462588978,182.8441173,126.6241119,186.75,88.5,145.6584898,810.915566,12236.25,0.599726194,0.208,10.23
ALB (679).jpeg,3016.8125,30680.25,22862.5,0.626584455,106.031833,-9.462588978,182.8441173,126.6241119,186.75,88.5,145.6584898,810.915566,12236.25,0.599726194,0.208,10.23
ALB (151).jpeg,6093.625,49284,41104,0.725309601,172.6635981,2.675581027,286.4487523,197.3674283,188,67,152.8181517,1081.722438,24409.5,0.599918395,0.208,10.23
ALB (654).jpeg,6093.625,49284,41104,0.725309601,172.6635981,2.675581027,286.4487523,197.3674283,188,67,152.8181517,1081.722438,24409.5,0.599918395,0.208,10.23
BB (723).jpg,3015,25300.5,23341,0.726062802,90.62650845,15.03263461,162.794548,112.7144753,210.5,49.75,137.1490849,822.0577016,12237,0.600486185,0.257,11.3
SD (392).jpeg,2398.95,23226,18670.4,0.817279964,92.14752778,14.58165347,174.558572,104.6757827,149,75.2,124.1897258,789.5840472,10050.2,0.600708201,0.158,278.85
TC (938).jpeg,2992.4375,25669.25,22922.25,0.681459028,101.4456333,14.02114997,164.5404857,123.3664128,199.5,85.5,145.932266,1023.40873,12931,0.602296568,0.256,336.94
BB (753).jpg,4042.666667,34647.66667,29713.66667,0.718965616,122.0969008,10.20534828,227.3218137,160.343413,206.6666667,30,122.5282326,881.9692877,16535,0.602501681,0.257,11.3
BB (881).jpg,3022.6875,22794.25,20152.5,0.618122829,88.07331681,4.983334838,152.8080753,126.7518516,222.25,49,148.0705078,762.5678477,12998,0.602654306,0.257,11.3
SD (982).jpeg,4046.166667,33675,29549.66667,0.71838168,116.6658606,12.33704023,221.2380084,134.330677,152.6666667,67.66666667,116.2741392,850.1229193,16302.66667,0.602917984,0.158,278.85
BB (725).jpg,4029.25,31704,28327,0.674780833,109.8869512,45.16623013,203.0721623,138.0001009,210.6666667,24.33333333,125.4559841,1013.013299,16856,0.602999143,0.257,11.3
SD (981).jpeg,4049.583333,33654,30207,0.713595831,116.6617748,12.78242532,220.920346,138.4219039,153.6666667,68.33333333,116.1175727,803.6944802,16295,0.603803206,0.158,278.85
TC (1017).jpeg,3003.1875,28186.5,22006,0.674810098,106.8288417,3.616679768,184.2194652,121.0877077,198.75,67.75,146.7964634,927.6140508,12640.5,0.604348202,0.256,336.94
TC (1018).jpeg,2998.3125,29068.5,22140.25,0.74830319,121.745984,10.71210447,208.1784143,132.7526505,193.75,70.75,148.2485896,974.4841085,12264,0.60454449,0.256,336.94
ALB (1770).jpeg,4036.75,33486.66667,27741,0.798453676,135.3072694,14.43315171,216.2320669,125.1838014,122,58,103.9124371,947.2359663,16173.33333,0.604992504,0.208,10.23
SD (4).jpeg,4060.833333,29457.33333,27461,0.694853779,113.1304172,-26.98988744,216.4634084,147.5402785,149.6666667,73.66666667,122.4525581,732.5980396,16355.66667,0.605647572,0.158,278.85
SD (346).jpeg,4034.166667,31763.33333,27896.33333,0.562736718,116.2369807,13.83845668,192.6734536,161.2391561,142.6666667,70,113.2784951,961.0640448,17268,0.605755762,0.158,278.85
ALB (10).jpeg,6049.5,47841,41345.5,0.63358776,175.4710746,-71.77001001,255.6005056,192.7835433,136.5,50.5,113.3349771,1492.345851,24397,0.605856851,0.208,10.23
SD (675).jpeg,2995,25259.5,23390.75,0.710675232,90.44605828,42.01536367,163.9640386,126.5476689,26.5,10.75,19.77630259,1006.199098,12622.5,0.605881125,0.158,278.85
SD (32).jpeg,4055.75,32035.33333,26758.33333,0.673251752,109.8892201,44.90498276,192.9012997,138.7579288,146.6666667,76,118.1920834,757.7161372,16520.66667,0.606077438,0.158,278.85
SD (979).jpeg,4054.666667,33590.66667,29660,0.72259888,115.9126796,14.16605787,223.4237063,135.9999138,147,74.66666667,116.0389081,765.0278135,16310.66667,0.607556042,0.158,278.85
SD (999).jpeg,4056.166667,29585,27880.33333,0.639609156,110.1876312,-39.72235877,222.6602286,148.8511679,149,73.66666667,118.4745965,758.1560723,16471.33333,0.60759948,0.158,278.85
SD (33).jpeg,4052.583333,32721.33333,27013.66667,0.690664366,110.1727365,45.37775355,197.0095999,138.5052445,146.3333333,75.33333333,117.9010833,784.9726548,16555.33333,0.608644316,0.158,278.85
ALB (166).jpeg,4038.833333,35736,29829.66667,0.799394634,130.0128241,21.84202806,249.5880954,154.65867,186.6666667,88,146.5446111,914.1865556,16219,0.609676984,0.208,10.23
ALB (669).jpeg,4038.833333,35736,29829.66667,0.799394634,130.0128241,21.84202806,249.5880954,154.65867,186.6666667,88,146.5446111,914.1865556,16219,0.609676984,0.208,10.23
SD (345).jpeg,4037.333333,28708,26298.33333,0.562025155,116.0903903,14.27568606,191.3863348,160.1172496,143.3333333,63.66666667,112.8302744,934.5807956,17277,0.61072127,0.158,278.85
TC (936).jpeg,2987.375,25449.5,23021.5,0.666800972,100.2064657,21.50875905,162.922928,122.9041391,201,80,146.3966762,1067.76102,12902,0.610735052,0.256,336.94
ALB (168).jpeg,4049.833333,35691,27966.33333,0.847864703,129.9681257,25.40212196,245.3568806,131.2521994,187,88,145.907979,821.5469453,16257.66667,0.611077881,0.208,10.23
ALB (671).jpeg,4049.833333,35691,27966.33333,0.847864703,129.9681257,25.40212196,245.3568806,131.2521994,187,88,145.907979,821.5469453,16257.66667,0.611077881,0.208,10.23
ALB (12).jpeg,6048.5,49284,40965.5,0.752055729,175.4140963,-72.44112709,257.1620849,167.3043175,136,50.5,113.5409825,1491.289501,24703,0.611100534,0.208,10.23
ALB (13).jpeg,6052.125,49284,41520,0.667589819,174.6971688,-66.64160594,262.8256275,185.5279869,136,48.5,112.7099398,1463.50523,24633.5,0.611341894,0.208,10.23
ALB (171).jpeg,4042.166667,36776,27948.66667,0.796896263,133.3882519,22.10163721,247.6664548,146.5660436,188.3333333,87.33333333,145.4958377,906.693494,16264,0.61144625,0.208,10.23
ALB (674).jpeg,4042.166667,36776,27948.66667,0.796896263,133.3882519,22.10163721,247.6664548,146.5660436,188.3333333,87.33333333,145.4958377,906.693494,16264,0.61144625,0.208,10.23
SD (11).jpeg,4055,31349.66667,28331.66667,0.598004413,110.7592003,50.39306586,195.8865632,157.5145768,151.6666667,70,122.0284578,765.4518395,16426.33333,0.612035788,0.158,278.85
SD (351).jpeg,3026.8125,23091,20437.25,0.645355126,91.60563978,-0.855789651,156.9777036,126.4780012,141.75,77.75,118.9609678,704.0287425,12787.75,0.612770752,0.158,278.85
BB (880).jpg,4043.083333,30109.66667,26832.66667,0.538124681,108.475811,48.72343887,188.0563782,161.5389892,218.6666667,45,137.0836497,886.302621,17152,0.613530706,0.257,11.3
ALB (9).jpeg,6050.625,48951,40602.5,0.698560373,175.4055193,-64.02728095,259.3898865,185.0555839,140,51,112.9238624,1479.7362,24240,0.614034188,0.208,10.23
TC (1020).jpeg,3001.5625,30261.75,22531.25,0.625025616,117.7439463,6.128936581,189.7625751,139.9113563,205.25,79.75,148.2828478,942.0564389,12396,0.615042383,0.256,336.94
TC (1023).jpeg,2403.55,23523.8,17466,0.768566274,90.0550969,19.30870699,160.2503433,101.2191558,190,83.4,150.931382,725.0282897,9895.4,0.615177003,0.256,336.94
ALB (1768).jpeg,3023.6875,25068,20110,0.83484183,106.9827732,5.029408756,173.5887104,97.3716625,121.25,61.75,105.2427407,743.4389066,12120.5,0.615576006,0.208,10.23
SD (348).jpeg,2415.4,19359.8,16794.2,0.708251366,76.13369085,-1.765895264,129.4173477,102.6875286,138.4,82.6,121.2960208,621.03031,10327,0.615794739,0.158,278.85
ALB (141).jpeg,4035.666667,32653,27793,0.863582137,133.9306343,36.27763808,268.1640024,131.3972272,184,91.33333333,152.9723685,963.9246387,16164.66667,0.616038495,0.208,10.23
ALB (644).jpeg,4035.666667,32653,27793,0.863582137,133.9306343,36.27763808,268.1640024,131.3972272,184,91.33333333,152.9723685,963.9246387,16164.66667,0.616038495,0.208,10.23
TC (641).jpeg,2414.2,20876.6,17219.4,0.854491033,85.54298784,-4.190678514,172.1273586,86.43786158,188.2,86,145.0572033,637.7158005,9768,0.616081005,0.256,336.94
BB (715).jpg,3018.4375,24348,23038.5,0.604583712,84.02754247,-3.328470415,150.727058,131.1314077,199.75,57.75,136.0874145,793.1818087,12502.5,0.616892285,0.257,11.3
SD (712).jpeg,1975.916667,19900,16948.66667,0.762383778,87.42522405,-2.999366358,156.8366554,104.8478126,27,5.833333333,20.7176013,859.5823347,8056.333333,0.617224024,0.158,278.85
BB (831).jpg,6121.625,39978,31574.5,0.727262777,157.5097358,5.206997617,223.2175334,148.4054725,223,28.5,112.2643521,802.6406563,24700.5,0.617235108,0.257,11.3
TC (702).jpeg,3009.875,25515.5,19978.5,0.567959923,110.5602918,-4.107764822,162.3003932,122.9242411,202,75.25,144.2713749,870.779527,12156,0.617263353,0.256,336.94
BB (837).jpg,4072.416667,30431,22994.66667,0.760479286,113.9148554,-9.907901647,172.1916092,111.7782746,216.6666667,48.66666667,131.3903295,607.9756732,16475,0.617393819,0.257,11.3
ALB (169).jpeg,4044.166667,34935,29691,0.66900417,126.3847867,15.04138813,224.4089698,143.9424562,187.3333333,85,144.8169149,878.0995787,16342,0.617724039,0.208,10.23
ALB (672).jpeg,4044.166667,34935,29691,0.66900417,126.3847867,15.04138813,224.4089698,143.9424562,187.3333333,85,144.8169149,878.0995787,16342,0.617724039,0.208,10.23
SD (678).jpeg,3004.125,25554,24128.25,0.69936381,96.30475898,-32.44809628,174.0562334,131.0581167,27,7.75,19.98341095,916.4056813,12441.5,0.618841549,0.158,278.85
TC (1009).jpeg,3012.3125,27919,21005.75,0.789918962,103.9359084,4.789211535,181.4158012,118.1617328,198.25,85.25,149.0561723,849.8904397,12313,0.619042416,0.256,336.94
SD (36).jpeg,4052.25,32073.33333,27585,0.690699255,111.0642728,43.17290521,205.5489705,140.9904971,145,65.33333333,116.2049829,782.8975225,16677,0.620100136,0.158,278.85
SD (681).jpeg,3001.125,25179.75,23967.25,0.716458586,89.61608097,-37.28550925,167.4099474,124.5992098,26.5,10.5,20.0566476,949.8584771,12868.5,0.620179034,0.158,278.85
SD (37).jpeg,4042.416667,33214.33333,28995,0.687301906,112.1535207,-13.29735858,208.6986309,145.048283,144.6666667,62.66666667,116.7219603,879.6633594,16775.33333,0.620816026,0.158,278.85
SD (444).jpeg,3004,31029.25,24053,0.820750736,105.251555,-1.777547518,197.8115448,114.1979289,148.75,71.5,119.8819116,915.4691283,12484.75,0.621400353,0.158,278.85
SD (10).jpeg,4054.416667,31085.66667,28244.66667,0.605055616,111.4260447,-8.828517179,196.6686023,154.8624412,149.6666667,76,122.601135,768.0968491,16450,0.62162941,0.158,278.85
SD (466).jpeg,4049.583333,33486,28397.66667,0.63143641,114.283611,16.25587892,200.0105129,157.9050564,149.3333333,72,115.2543612,812.2467649,16371,0.621801485,0.158,278.85
TC (1016).jpeg,4015.166667,31362,28168.66667,0.469269552,118.4694907,23.04049712,177.7964523,159.1358107,193.3333333,77,141.304605,1141.690127,19297,0.621942428,0.256,336.94
SD (361).jpeg,4024.333333,32520,28285,0.454197723,118.5401931,6.318222525,203.1257505,164.9109639,150,74.66666667,115.5192011,1057.153403,17883.33333,0.622511269,0.158,278.85
SD (606).jpeg,2395.6,20545.4,19334.8,0.68953253,77.93485775,-4.036377636,142.1984562,108.1643035,26.2,8,20.01433005,813.6930876,10098,0.622520318,0.158,278.85
TC (678).jpeg,2004.5,16800,13802.16667,0.751517675,83.50879597,-0.646698595,141.320474,85.5951951,188.5,87,148.5160682,586.907335,8061.666667,0.622534823,0.256,336.94
SD (1000).jpeg,4053.916667,29446,27861.33333,0.584282432,109.6561918,-9.183932092,220.4196213,147.2744064,149.3333333,73,118.3608934,772.6609785,16483,0.623219837,0.158,278.85
TC (672).jpeg,2428.95,20016.6,16464.2,0.698088674,70.46829971,-24.60319835,128.5108199,98.61143209,186,95.6,147.9980314,495.6973014,10261.6,0.623444348,0.256,336.94
SD (5).jpeg,4056.916667,28751.66667,27031.33333,0.689772277,108.4970429,-13.97801773,209.7761962,146.0497108,148.6666667,71.33333333,120.2984424,755.5526932,16392,0.623826101,0.158,278.85
BB (846).jpg,3055.3125,16682,14663.5,0.732219689,79.88537781,-27.3125595,101.5285548,83.62868009,208.75,89.25,154.9139133,450.1386092,12318.75,0.624448249,0.257,11.3
ALB (167).jpeg,4041.75,34798.66667,29076,0.732041409,129.3324772,23.80093355,215.6067398,149.5170174,186.6666667,90.33333333,148.375824,901.7841866,16306.33333,0.624497678,0.208,10.23
ALB (670).jpeg,4041.75,34798.66667,29076,0.732041409,129.3324772,23.80093355,215.6067398,149.5170174,186.6666667,90.33333333,148.375824,901.7841866,16306.33333,0.624497678,0.208,10.23
TC (1122).jpeg,1711.071429,14370.57143,13113.85714,0.775693287,64.77136856,10.11370312,102.3555294,71.96808015,208.7142857,83.85714286,158.0173123,571.2344308,7065.428571,0.62508788,0.256,336.94
SD (7).jpeg,4061.75,28365,26540,0.649479267,111.6306533,-8.024991334,200.4827586,148.5025115,147.3333333,65.66666667,121.8157232,710.5069982,16416,0.625341856,0.158,278.85
